Unnamed: 0,ID,prompt,response,label,augment_type
1420.0,648c7323e84d92ce663a0111,help people with hearing impairments participate in group conversations.,a type of signal that will light/sound when the person wants to speak - this brings the group's attention onto the person,0,
,5e8a69c836bc63718a82cb90,reduce the environmental impact of air travel.,Alternative powersour,1,strip
,5e2761b3ce16da9982f88406,reduce the amount of single-use plastic packaging used in retail products.,Highlighting the effects of plastic pollution and the danger,1,strip
,613e68c510d0e0ca93ed61c4,reduce traffic congestion in mega cities.,ripidolite,1,random multi word
1243.0,60fd6e6d7b35102b8ca961a5,help people with hearing impairments participate in group conversations.,Glasses which display live closed-captions from audio input,0,
7569.0,60143223fd24823c7837f224,reduce the risk of accidents caused by distracted driving.,ai driving,0,
,6022b7a6e8183d04bb67b6e6,reduce the carbon footprint of office buildings.,"idk, sorry mate",1,dont know
,613b52e5794d3061c419dd58,increase the use of renewable energy sources.,uwe oW Jind power,1,mispell
7499.0,5f6c828345ca23025dcefa6f,reduce the risk of accidents caused by distracted driving.,more alert systems to track driver,0,
8352.0,61542ec84ead503ad7a94e3e,reduce traffic congestion in mega cities.,Introducing adequate traffic lights,0,
7463.0,5eb01c445b4ec1077a4dfbae,reduce the risk of accidents caused by distracted driving.,Have radio systems that do not completely drown out the outside environment.,0,
5972.0,5fad0a601ab00734f83bf339,reduce the amount of single-use plastic packaging used in retail products.,promote reusable bags at cheap prices,0,
6095.0,60edb444be180364c4e0f330,reduce the amount of single-use plastic packaging used in retail products.,Make all plastic bags with  biodegradable products,0,
7618.0,608bbdf084f82ffc3da1381d,reduce the risk of accidents caused by distracted driving.,Audio alerts,0,
2283.0,613aef3d9041bcd28952af82,help people with speech impairments communicate effectively.,more visual signs everywhere,0,
7071.0,5ff0c10d9bf07d463b719e0e,reduce the environmental impact of air travel.,lower the prices and offer cheaper land alternatives like trains,0,
,5f30384a1c8a690e3a1f44df,reduce the environmental impact of air travel.,Study and development of environmental friendly e,1,strip
6484.0,5fbff63f87a5fa3d602bab58,reduce the carbon footprint of office buildings.,using solar panel,0,
,611cf5cf2b380549e35ddc08,improve the efficiency of public transportation systems.,Cheaper with more routes and it wa,1,strip
7802.0,632ddf3ad0b675a49af3f30f,reduce the risk of accidents caused by distracted driving.,a reminder system on the car that reminds driver to pay attention,0,
1456.0,5d66ecfce58a9100182cc96c,help people with mobility impairments navigate stairs.,autonomous chair,0,
3253.0,60f49505c949c2feff3db2d7,improve the efficiency of public transportation systems.,reduce traffic congestion,0,
,5fa3210b4af86b5dd1b57153,improve the efficiency of public transportation systems.,real-time passenger inform,1,strip
,6400c176195e0363ae8f6e1f,assist people with learning impairments retain information.,visZal Oimelines,1,mispell
,60990d6ddcf283738eca283a,reduce the environmental impact of air travel.,I've had enough lol,1,dont know
1486.0,5e793e9fcca9550008679695,help people with mobility impairments navigate stairs.,shorter steps,0,
,609d712f96327f172ba2555f,reduce the risk of accidents caused by distracted driving.,Write,1,didnt understand different dataset
3072.0,5f73358205674d00085276f0,improve the efficiency of public transportation systems.,Better organization of roads to destination,0,
5839.0,5cade139dc2eb10001cc06b6,reduce the amount of single-use plastic packaging used in retail products.,less packaging,0,
,5ee8b6dbac5fa1054ebd60a7,help people with hearing impairments participate in group conversations.,plinth heplinthring fresco jackanapludicrosplenetich ludicrosplenetic multiflue tidi ultracredulous zymophore plinthnd cplinthn pamphagous whplintht ludicrosplenetic being splinthid,1,random multi word
8326.0,614b323022fcd8b7408005a6,reduce traffic congestion in mega cities.,introduce metro,0,
,5f6b02919fbd7a1e4cd2aef9,increase the use of renewable energy sources.,aueto distincter uninsidiousness,1,random multi word
,5bf801e3361a9b00012654c5,improve the efficiency of public transportation systems.,creVte vehiJles wirh bettGr composption whico can accommodate more people,1,mispell
,649db080a1d4b4abed660dcf,reduce the amount of single-use plastic packaging used in retail products.,rhizina pendulation enalite asyngamic taxidea neednt,1,random multi word
1688.0,609568823ff056b77e565445,help people with mobility impairments navigate stairs.,using escalators,0,
6971.0,5ee3a20ec682de03c0234f67,reduce the environmental impact of air travel.,Electric planes,0,
,63d1b0363f9bd5a6062dfb1c,reduce air pollution in cities.,mayorships presidios animose,1,random multi word
4974.0,60281332c5cb69104a427866,reduce air pollution in cities.,Giant suckers which suck the bad air out of those areas.,0,
5489.0,601bbb6343f342598bbb38ea,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Fine for littering,0,
6121.0,6103111c9497e2cabb379cbe,reduce the amount of single-use plastic packaging used in retail products.,Replacing with foam,0,
7154.0,60ce3389908400b910995bd1,reduce the environmental impact of air travel.,improve public transport system,0,
7201.0,61098363298108ee13a5a0df,reduce the environmental impact of air travel.,make aircrafts which can generate its own poer when flying,0,
,5f5729f8eb21501a1a407330,increase the use of renewable energy sources.,trommel unspatially itch grivoise,1,random multi word
3136.0,5ff98c476483da2858c6b1d9,improve the efficiency of public transportation systems.,essentially look at what japan is doing and copy it as much as possible,0,
1500.0,5e8f9afd4885632a140ed4e5,help people with mobility impairments navigate stairs.,put automatic stairs,0,
,6140f49855d0bb381d41eddf,reduce the risk of accidents caused by distracted driving.,augusti sensor,1,random multi word
5283.0,645399862870885f462d4aff,reduce air pollution in cities.,Re-route traffic in the outskirts of the city,0,
1407.0,6441c22dfc799faa0cef316e,help people with hearing impairments participate in group conversations.,Have all group members wear microphones,0,
,6081276cab2c41e58d3635f1,reduce the risk of accidents caused by distracted driving.,moving,1,didnt understand different dataset
,63cdf894c118ad4f84489c1a,help people with mobility impairments navigate stairs.,Beats me.,1,dont know
,63d79d1439acc0e32fc62beb,reduce the carbon footprint of office buildings.,I'm drained,1,dont know
,5adf7fbc09eae200011305a5,help people with hearing impairments participate in group conversations.,uue Cf notes,1,mispell
5637.0,612523e227a1058e12fe7faa,reduce the amount of litter in public spaces and promote waste reduction and recycling.,police presence,0,
6632.0,611e90806f7fc1bb0bfa9b7c,reduce the carbon footprint of office buildings.,automate energy control to reduce usage and control consumption,0,
7250.0,61375098ac2bf903b0364ec3,reduce the environmental impact of air travel.,Make bigger air planes with a lot of seats to limit air planes in the sky,0,
,5f12dd1107127610afbc9288,reduce the amount of single-use plastic packaging used in retail products.,oven,1,didnt understand different dataset
489.0,643600c7306e9c1f4a7fb1f5,assist people with learning impairments retain information.,Associate with Images. .,0,
1973.0,58d3bc1642648b0001f21ca4,help people with speech impairments communicate effectively.,ear implants,0,
,5e2a43116a126f0a33059175,reduce the risk of accidents caused by distracted driving.,Plate,1,didnt understand different dataset
,6175abc436574655d9c3b7eb,help people with hearing impairments participate in group conversations.,idc anymore,1,dont know
,60656a924c99543d12555b86,reduce the amount of single-use plastic packaging used in retail products.,theomorphize feckly hipster prototaxites unorchestrated subpedunculated undereyed ital times,1,random multi word
,5ece224a617a9b1b932bd89b,reduce air pollution in cities.,pOnalise largu contributors,1,mispell
,5b117f18c61ce0000126305a,reduce air pollution in cities.,synonymies catechists,1,random multi word
5680.0,614f43a6c90a283cc07af4a2,reduce the amount of litter in public spaces and promote waste reduction and recycling.,clearly labelled bins,0,
7710.0,613a97be5f0bbb5760e71a2b,reduce the risk of accidents caused by distracted driving.,public videos giving people the information about what an accident can cause,0,
4609.0,615749fdd6986ebfdcdc1d65,increase the use of renewable energy sources.,INCREASE THE USE OF SOLAR POWER AT HOMES,0,
7480.0,5f12dd1107127610afbc9288,reduce the risk of accidents caused by distracted driving.,sensors to detect distraction which have the ability to remove the distractions,0,
7837.0,63e60f40643623a5029f1e2b,reduce the risk of accidents caused by distracted driving.,Removing unnecessary street signs,0,
4555.0,61313bcdc465b84422b2246f,increase the use of renewable energy sources.,biofuelled airplanes with discounted tickets,0,
4517.0,61179892ed24c4754521c75a,increase the use of renewable energy sources.,combination of sources (solar and heat; current and wind),0,
,61143239ca74fd7541bd8399,help people with hearing impairments participate in group conversations.,hintedly subsisting kolsun impartment show what the meeting is about,1,random multi word
,5d01389da53a660019db6a6c,reduce the environmental impact of air travel.,horsebreaker pearliest sensualness shittle overstaff celebrities etc,1,random multi word
,60fff1bb5655b461b15f8a8c,improve the efficiency of public transportation systems.,emphasmze superioO custJmer seHvice,1,mispell
5763.0,63f030e4617ebd1995cef566,reduce the amount of litter in public spaces and promote waste reduction and recycling.,"Public space maintenance teams: Increase the presence of maintenance teams in public spaces to ensure cleanliness and promptly address litter issues. This can include dedicated staff responsible for waste collection, cleaning, and monitoring.",0,
,5f2d69e6bbc85f01298fbcb0,reduce air pollution in cities.,I'm done trying,1,dont know
,63dd8ceae6b44075c23abbc9,reduce the amount of single-use plastic packaging used in retail products.,jessed carousers medico pseudopoetical waybread deflocculating,1,random multi word
,5e89e89bf025be000c01eead,help people with mobility impairments navigate stairs.,I'm tired of this.,1,dont know
,60c03680dc5dfe4723659602,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Mhow tge consequencLs ox litterizg,1,mispell
8131.0,60c126da4df7d5412ea5add6,reduce traffic congestion in mega cities.,encourage ride-sharing,0,
7565.0,60143223fd24823c7837f224,reduce the risk of accidents caused by distracted driving.,a slapping machine,0,
,6483119dc02c857190355dac,increase the use of renewable energy sources.,biodiejel,1,mispell
1053.0,5ddc44c3cf08aaba9231385d,help people with hearing impairments participate in group conversations.,Smart transcription system,0,
,5c12f56a11fe9a00013d5854,help people with hearing impairments participate in group conversations.,hautboyist,1,random multi word
513.0,6466e6a8f3ab2a0f9c362e95,assist people with learning impairments retain information.,e-class,0,
4849.0,5ece224a617a9b1b932bd89b,reduce air pollution in cities.,monitor and limit pollution output of land owners,0,
3408.0,6346d43493a4f14e735bc630,improve the efficiency of public transportation systems.,more rails,0,
,5e460227ac32e30e541f9789,help people with hearing impairments participate in group conversations.,ensure even distribution of ideas and thoughts,1,strip
6395.0,5ec5a55832a7515e8324a8a8,reduce the carbon footprint of office buildings.,Use water treatment systems to utilize the waste water,0,
,613a5a785f9cc6cb102fcc00,reduce traffic congestion in mega cities.,inductility flashier use of bike,1,random multi word
6960.0,5ec0ba5fe70ab737cc37559c,reduce the environmental impact of air travel.,System of environmental development in virtue of mile flights,0,
,5d4b1c73cfe6e90017ad8990,increase the use of renewable energy sources.,I've had enough lol,1,dont know
8416.0,63654eb1267acd98fe596858,reduce traffic congestion in mega cities.,cheap methods,0,
2291.0,6141d61c189d7b0ffbc6477a,help people with speech impairments communicate effectively.,using machine learning to predict the speech,0,
7452.0,5ea487ce2179512ba1456477,reduce the risk of accidents caused by distracted driving.,Launching an awareness campaign,0,
,5caba18e15f4cb0001e624ae,help people with speech impairments communicate effectively.,vave texT ro voFce software so they can type their words,1,mispell
,6095271790f34f6d374ac3e3,help people with hearing impairments participate in group conversations.,gesticul,1,strip
,5a147b657542890001aa7a8d,increase the use of renewable energy sources.,forme bibliolater,1,random multi word
,5eb7bf1bb08c866e4d7b908c,reduce air pollution in cities.,InsteLd oS e lom emiusion zsne heve e no emiusion zsne in the centre where ONLY public trensport is permitted,1,mispell
,5eb05d66438b180fe44f6929,improve the efficiency of public transportation systems.,lanes for publ,1,strip
5697.0,6166c19fb69f46ba9749489b,reduce the amount of litter in public spaces and promote waste reduction and recycling.,make packagings that have a huge sticker on them with the color of the bin people should throw it in,0,
,612d375853b726493028c8bc,help people with hearing impairments participate in group conversations.,scatteredness textures vivifies in the current timezone for makeup the conversation,1,random multi word
1248.0,610acf76d33d448b391eb588,help people with hearing impairments participate in group conversations.,Increase the use of subtitles and/or interpreters into public spaces,0,
2246.0,60fa7438b47f4d4d4c4432db,help people with speech impairments communicate effectively.,Engage them in social activity,0,
,62c61250e85c96fc1794c7db,help people with mobility impairments navigate stairs.,I'm not sure.,1,dont know
,61179892ed24c4754521c75a,reduce the amount of single-use plastic packaging used in retail products.,towing,1,didnt understand different dataset
1076.0,5e820b70239c3490a5e6015f,help people with hearing impairments participate in group conversations.,do not shout,0,
5860.0,5d21f63e4c6155001b9199e1,reduce the amount of single-use plastic packaging used in retail products.,implement a refund for return packages like in the netherlands,0,
,616f5e63fe91acc477b3350f,reduce air pollution in cities.,castle,1,didnt understand different dataset
,632a385defc440ca225a32b4,help people with speech impairments communicate effectively.,I'm done trying,1,dont know
6418.0,5f2d69e6bbc85f01298fbcb0,reduce the carbon footprint of office buildings.,Recycling,0,
,6046ac1161b60d0fc94b0000,reduce the environmental impact of air travel.,Decrease tr,1,strip
4967.0,600313fd4a113e381296a3db,reduce air pollution in cities.,Low emission zones should be important and more of those should be created.,0,
7039.0,5f970a74069a250711aaa695,reduce the environmental impact of air travel.,Solar driven aircrafts,0,
6363.0,5e2a43116a126f0a33059175,reduce the carbon footprint of office buildings.,Reduce lighting in the building and increase the number of windows,0,
,63278e400fc38dc093a85c38,help people with mobility impairments navigate stairs.,coin collection,1,didnt understand different dataset
,6479c3d45910626ab04e7dae,help people with mobility impairments navigate stairs.,make mere ezonomically afffrdable wheelchYirs and motorized wheelchYirs,1,mispell
8405.0,632a385defc440ca225a32b4,reduce traffic congestion in mega cities.,Traffic Flow Optimization,0,
,614b323022fcd8b7408005a6,reduce the risk of accidents caused by distracted driving.,introduce self driving cars ,1,strip
,5d77bc0a4503c30001c724b8,reduce the amount of litter in public spaces and promote waste reduction and recycling.,CreatD filUs where actors follow a reduction and recycling lifestyle.,1,mispell
,605cb84d3d0c0d587aa464be,increase the use of renewable energy sources.,gift,1,didnt understand different dataset
5507.0,607333f06524baf7ddfaae2e,reduce the amount of litter in public spaces and promote waste reduction and recycling.,games,0,
,606d4e6a90238128de804d67,improve the efficiency of public transportation systems.,"Beats me, lmao",1,dont know
1734.0,611e53d0d2e7525b1cd1fe7d,help people with mobility impairments navigate stairs.,Also installation of more stair lifts in offices,0,
6947.0,5ebc00a629fee7040749a921,reduce the environmental impact of air travel.,improve ground alternatives to planes (train),0,
6985.0,5f0f433757b4760d3f185e97,reduce the environmental impact of air travel.,Millionaire and billionaire tax,0,
2056.0,5ec0ba5fe70ab737cc37559c,help people with speech impairments communicate effectively.,Text to speech option,0,
,5f27cadd2947300008515f3f,reduce air pollution in cities.,"Beats me, lmao",1,dont know
,5f2efc0a6408cf2c568a6fa8,reduce the carbon footprint of office buildings.,Plants i,1,strip
,60fa7438b47f4d4d4c4432db,help people with hearing impairments participate in group conversations.,booth,1,didnt understand different dataset
,616da508e4014f74f43c8433,help people with mobility impairments navigate stairs.,balmoral egyptianization outstretched,1,random multi word
,5f2efc0a6408cf2c568a6fa8,reduce the carbon footprint of office buildings.,UsA smart appliances,1,mispell
406.0,61699d2c44832e100023cb80,assist people with learning impairments retain information.,ask them how they understand the aspect so that we can build from their understanding,0,
1051.0,5d6258628ed74600150e802c,help people with hearing impairments participate in group conversations.,translating sign language to speech,0,
1566.0,5f40375e3765541584f7a30e,help people with mobility impairments navigate stairs.,use external prostheses to strengthen the legs of people with problems,0,
,614368f935e65dafb1dbd6c1,reduce air pollution in cities.,unhorned opsimathy infrastructure,1,random multi word
4411.0,60428a95b5547f179f1717f2,increase the use of renewable energy sources.,small eolics in high speed vehicles,0,
,63d445f526ffaf8ec7fdf0ba,help people with speech impairments communicate effectively.,loTd announcement,1,mispell
,63f030e4617ebd1995cef566,increase the use of renewable energy sources.,Beats me.,1,dont know
,61671c6dc5d5587bdaf08989,reduce the environmental impact of air travel.,moving out,1,didnt understand different dataset
5015.0,60afbcd31e7724c3c9236e8d,reduce air pollution in cities.,reducing transportation relying on internal combustion engines,0,
,5f87990fe9acf51d7dad3f9d,improve the efficiency of public transportation systems.,Shine wood,1,didnt understand different dataset
,5f563d4bc1684c0241b17264,reduce the carbon footprint of office buildings.,Do the shopping,1,didnt understand different dataset
3210.0,609d712f96327f172ba2555f,improve the efficiency of public transportation systems.,People can share cars,0,
,5f970a74069a250711aaa695,help people with hearing impairments participate in group conversations.,I'm drained,1,dont know
,63d13f20cabfb7e37c130047,reduce traffic congestion in mega cities.,Bin,1,didnt understand different dataset
8249.0,612523e227a1058e12fe7faa,reduce traffic congestion in mega cities.,more lanes/options,0,
,64ac5b7388a06e547b0112d9,reduce traffic congestion in mega cities.,I'm unsure.,1,dont know
,5f773f5c429e260d39fa39e8,increase the use of renewable energy sources.,fulfillments kshatriya,1,random multi word
6131.0,61176ed28c8935138ab6a64b,reduce the amount of single-use plastic packaging used in retail products.,DO NO,0,
8271.0,613a5a785f9cc6cb102fcc00,reduce traffic congestion in mega cities.,promote the use of bike,0,
288.0,60ecbc3d8d801b7d7a65b8bc,assist people with learning impairments retain information.,focus on central idea,0,
4586.0,613e5d10e2da9a48910970ce,increase the use of renewable energy sources.,a hydroelectric pump,0,
6446.0,5f2efc0a6408cf2c568a6fa8,reduce the carbon footprint of office buildings.,Change bulbs to efficient ones,0,
208.0,62c61250e85c96fc1794c7db,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Pathways,1,
3317.0,613a97be5f0bbb5760e71a2b,improve the efficiency of public transportation systems.,the public buses needs to be in good conditions with a good price,0,
,60cfe495190da9fb2a1b9e52,improve the efficiency of public transportation systems.,theorum quarter aurigid for ride sharing.,1,random multi word
4778.0,5d18b15ca802940001527577,reduce air pollution in cities.,air filters placed in critical areas reducing pollution,0,
1350.0,62c50bf9b7587ff5073cd7fb,help people with hearing impairments participate in group conversations.,More sign language apps,0,
,5f11c9f84078cd0888177499,help people with speech impairments communicate effectively.,utopiamygdaloliunfavourablenessrsnism amygdaloliunfavourablenessrs programygdaloliunfavourablenessrsm jeropiga unfavourableness locomotory odontalgic amygdaloliunfavourablenessrsnd amygdaloliunfavourablenessrs voice reproduces unfavourableness text,1,random multi word
4178.0,55c0e82cfdf99b34a0d78b50,increase the use of renewable energy sources.,water cooled solar panels,0,
,5d01389da53a660019db6a6c,reduce the amount of single-use plastic packaging used in retail products.,"idk, sorry.",1,dont know
2085.0,5f417faa35eb0a31e9dad9da,help people with speech impairments communicate effectively.,Listening to music whilst delivering a speech,0,
,632ddf3ad0b675a49af3f30f,reduce the risk of accidents caused by distracted driving.,a stepping stool,1,didnt understand different dataset
5596.0,610acf76d33d448b391eb588,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Increase the number of public trash and recycling cans around cities,0,
,5f2efc0a6408cf2c568a6fa8,reduce the carbon footprint of office buildings.,icelandic physicianless gradated,1,random multi word
,5bf801e3361a9b00012654c5,help people with speech impairments communicate effectively.,comouter programme,1,mispell
5824.0,5c097d961907db0001601f67,reduce the amount of single-use plastic packaging used in retail products.,recommend that reutilisation of packagings,0,
,611cf5cf2b380549e35ddc08,reduce the risk of accidents caused by distracted driving.,TVach peoele whag are the causes of drinking and driving,1,mispell
,60143223fd24823c7837f224,improve the efficiency of public transportation systems.,bigger vehicle,1,strip
5431.0,5eed3d09d8e7f9161b0a4e26,reduce the amount of litter in public spaces and promote waste reduction and recycling.,trash bins that compress their content automatically,0,
3385.0,616b44e7e3e9cd8e26040a3a,improve the efficiency of public transportation systems.,Autonomous boarding,0,
8122.0,60bcc3fb31c7cbb2f165ca2a,reduce traffic congestion in mega cities.,create alternative routes for congested areas,0,
6977.0,5ee663e0200c1602f5ad99a0,reduce the environmental impact of air travel.,Build better efficient mass transit systems between nearby cities,0,
8073.0,602bef6c90ccb240d325457d,reduce traffic congestion in mega cities.,improve infrastructure for buses including bus lanes and bus stops,0,
8257.0,61356377bda43b654ccd65ca,reduce traffic congestion in mega cities.,implementation of alternate routes,0,
4451.0,60d1b1e976a73fee93ac0e57,increase the use of renewable energy sources.,Using sea motion/waves to generate power.,0,
1880.0,632aa954e9b6a34171a5e7ed,help people with mobility impairments navigate stairs.,Foundation,0,
1913.0,63cdf894c118ad4f84489c1a,help people with mobility impairments navigate stairs.,elevators,0,
,5f2ed914a87abd287ed66ddf,reduce traffic congestion in mega cities.,instbll Kore trafQic lights on very populated streets,1,mispell
7725.0,613aef3d9041bcd28952af82,reduce the risk of accidents caused by distracted driving.,a sound that blocks another distractings sounds,0,
,5f503987fc18901a2c94c407,reduce the carbon footprint of office buildings.,Reusin,1,strip
,6160f5524121cc64e5734edc,reduce the risk of accidents caused by distracted driving.,increase the number of,1,strip
4218.0,5d21f63e4c6155001b9199e1,increase the use of renewable energy sources.,encourage the development of wind farms,0,
,61204c75c375ab1d4b1badd5,reduce the environmental impact of air travel.,Put pants/ skirt,1,didnt understand different dataset
6897.0,5d66ecfce58a9100182cc96c,reduce the environmental impact of air travel.,make airplanes out of cheaper material,0,
,60e9ea97d19e613e60a994da,reduce the environmental impact of air travel.,incrpase vehicle pollution restrictions,1,mispell
,60fd0961e13d31d817638b25,improve the efficiency of public transportation systems.,Sinsors od busNs aPd xrains tn avoid collisiods,1,mispell
,5f2df57e756b8414ea47017f,reduce the carbon footprint of office buildings.,I wwuld gOt rid of the mini splits in a test building and start having small gardens around each floor with natural light,1,mispell
5516.0,608bbdf084f82ffc3da1381d,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Automated trash bins that gives a reward for recycling,0,
,5f0f433757b4760d3f185e97,help people with speech impairments communicate effectively.,unrotated geoteuthis app,1,random multi word
499.0,643ab9c7dbf92589bedc45f6,assist people with learning impairments retain information.,Learning apps,0,
,5eb01c445b4ec1077a4dfbae,improve the efficiency of public transportation systems.,to dry,1,didnt understand different dataset
8292.0,613e68c510d0e0ca93ed61c4,reduce traffic congestion in mega cities.,bicycles roads,0,
,601574b93eee9a631a2c0ef6,reduce the risk of accidents caused by distracted driving.,force cars to have a wheel lock sy,1,strip
1919.0,63cdf894c118ad4f84489c1a,help people with mobility impairments navigate stairs.,automatic doors,0,
,5a147b657542890001aa7a8d,increase the use of renewable energy sources.,imGrove aesthetics,1,mispell
1699.0,60cf3ea49731e4fed5ce742e,help people with mobility impairments navigate stairs.,Escalator for whee,0,
,5f2ed914a87abd287ed66ddf,improve the efficiency of public transportation systems.,Hake tke pdblic transEortaticn aNrive cn Eime,1,mispell
,6141d61c189d7b0ffbc6477a,reduce the environmental impact of air travel.,"idk anymore, sorry mate",1,dont know
6846.0,648c815013ff60a0d783f986,reduce the carbon footprint of office buildings.,Use of eifficiency energy use,0,
4709.0,6466e6a8f3ab2a0f9c362e95,increase the use of renewable energy sources.,boards stating benefits of using renewable energy,0,
,60521f697373710c25a18121,reduce the environmental impact of air travel.,rob a bank with it,1,didnt understand different dataset
8433.0,63d13f20cabfb7e37c130047,reduce traffic congestion in mega cities.,More alternate routes in busy area,0,
7967.0,5eb7bf1bb08c866e4d7b908c,reduce traffic congestion in mega cities.,Limits on car sizes in large cities,0,
3037.0,5f0f433757b4760d3f185e97,improve the efficiency of public transportation systems.,Designated lanes,0,
6393.0,5ec5a55832a7515e8324a8a8,reduce the carbon footprint of office buildings.,Build them with an envirometal focus,0,
6995.0,5f2eefffcee5312a977ffd3f,reduce the environmental impact of air travel.,"avoid connections between cities, lower direct flights",0,
7815.0,63d13f20cabfb7e37c130047,reduce the risk of accidents caused by distracted driving.,Autonomous Vehicle development,0,
,5c7ad9489e03960001743019,help people with speech impairments communicate effectively.,swayer Assistant,1,random multi word
,60f6da6909e5649743053065,increase the use of renewable energy sources.,store things,1,didnt understand different dataset
2353.0,632a385defc440ca225a32b4,help people with speech impairments communicate effectively.,Utilize virtual reality technology to create immersive speech therapy environments where individuals can practice and improve their speech in a controlled and supportive setting.,0,
,63bb51fc88e4ccb9c2d4f4d5,help people with hearing impairments participate in group conversations.,Beats me.,1,dont know
,60f1bbd624d5451a443130da,reduce traffic congestion in mega cities.,refreshener smoother poppets smoother omphnonnihilisticcite tenter nonnihilistic attachableness rnonnihilisticil hoick camaile,1,random multi word
5928.0,5edf844ec97eaa241a0b287a,reduce the amount of single-use plastic packaging used in retail products.,Free label more cheaper.,0,
2199.0,60ddfb3db6a71ad9ba75e387,help people with speech impairments communicate effectively.,mobile apps,0,
,5f2df57e756b8414ea47017f,reduce the carbon footprint of office buildings.,I'm exhausted with this.,1,dont know
1644.0,603985a82eb19546d480c77f,help people with mobility impairments navigate stairs.,Non slip material,0,
,6140e59fbc06c760876b91bf,reduce the risk of accidents caused by distracted driving.,diaphragm machined traffic lights similar to pedestrians' traffic lights,1,random multi word
,614b323022fcd8b7408005a6,reduce traffic congestion in mega cities.,callitris swouned antechoir transport,1,random multi word
479.0,63d5021468a31efc02740c1e,assist people with learning impairments retain information.,RECORDERS,0,
,614e82d5717d691f24efffc0,assist people with learning impairments retain information.,papaprelatist eases leeboards promaximum of the topics which they need to learn,1,random multi word
51.0,5d6258628ed74600150e802c,help people with hearing impairments participate in group conversations.,easily acce,1,
4625.0,61699d2c44832e100023cb80,increase the use of renewable energy sources.,penalize its non use,0,
1661.0,60714f2303840056e3d49da2,help people with mobility impairments navigate stairs.,rail,0,
,60f804ea7aac710617ddba84,reduce the environmental impact of air travel.,try to decrease amount of flights per d,1,strip
8245.0,61237de7e13c00964a42c06c,reduce traffic congestion in mega cities.,"increase public services. If its better more people will use it. (paradox, if you cut costs because no one uses it, even less people will use it), let them run empty.",0,
6082.0,60e81f55f82821a07f11d29f,reduce the amount of single-use plastic packaging used in retail products.,incentives for public buying non-single use plastic,0,
7484.0,5f2ed914a87abd287ed66ddf,reduce the risk of accidents caused by distracted driving.,always use a seatbelt,0,
3239.0,60e02831b774a9b58c6c3a9a,improve the efficiency of public transportation systems.,increase the distance they are able to go to,0,
6092.0,60ed8268abc6a576ff4f9318,reduce the amount of single-use plastic packaging used in retail products.,eliminating single-use plastics from circulation,0,
,632ddf3ad0b675a49af3f30f,improve the efficiency of public transportation systems.,system that have the trains' real ti,1,strip
4364.0,5fb93955fec8e17451e22dce,increase the use of renewable energy sources.,photovoltaic panels,0,
,601c73af332e2d7ce9b9fe77,reduce the carbon footprint of office buildings.,darlight harvesting,1,mispell
,60ce3389908400b910995bd1,reduce the environmental impact of air travel.,make a tire swing,1,didnt understand different dataset
5338.0,5c7ceb3a419b560001020f61,reduce the amount of litter in public spaces and promote waste reduction and recycling.,Introduce edible or biodegradable packaging,0,
1512.0,5ea487ce2179512ba1456477,help people with mobility impairments navigate stairs.,Replacing all the stairs in the building with ramps,0,
4767.0,5c72ec2332ed490001df9191,reduce air pollution in cities.,Green buildings,0,
,5f118266664be0542cec4c05,reduce the amount of single-use plastic packaging used in retail products.,hut,1,didnt understand different dataset
,5f87990fe9acf51d7dad3f9d,reduce traffic congestion in mega cities.,replacing the narrow streets,1,strip
3152.0,60143223fd24823c7837f224,improve the efficiency of public transportation systems.,more space for private transportation like scooters bikes or skateboards,0,
,61313bcdc465b84422b2246f,help people with mobility impairments navigate stairs.,mechanical system tha,1,strip
7648.0,60cef9c83282a01ae76ff4c2,reduce the risk of accidents caused by distracted driving.,seatbet activation notice that only allows notifications when seatbelt is on,0,
,5c5c5caefd49d30001da2f69,help people with speech impairments communicate effectively.,"idk anymore, sorry mate",1,dont know
6292.0,5ab65c67f69e940001d8e06c,reduce the carbon footprint of office buildings.,recycled material usage in building,0,
2293.0,614368f935e65dafb1dbd6c1,help people with speech impairments communicate effectively.,Text to speech,0,
,644cdee223c4b93bf46c7301,improve the efficiency of public transportation systems.,littZe cJb faNe,1,mispell
7205.0,61179892ed24c4754521c75a,reduce the environmental impact of air travel.,better connected public gound transport,0,
,5e97319f86d5211e50b9fe92,increase the use of renewable energy sources.,use solar water ,1,strip
2218.0,60e9ea97d19e613e60a994da,help people with speech impairments communicate effectively.,take a deep breath,0,
4223.0,5d4b1c73cfe6e90017ad8990,increase the use of renewable energy sources.,"When designing new buildings, let's incorporate renewable energy systems right from the start. We can have solar panels, geothermal heating, and other sustainable solutions to power our structures.",0,
4404.0,6036b55a1bb857e12fb70219,increase the use of renewable energy sources.,Development of new renewable energy sources that are easier to use.,0,
,632a385defc440ca225a32b4,reduce traffic congestion in mega cities.,recounts albuminised,1,random multi word
,637cef64a7b9fcc38ac1425c,reduce the carbon footprint of office buildings.,dry,1,didnt understand different dataset
