ID,prompt,response,label,lang,augment_type
8,shovel,to dig,0,english,
313,stone,more metro lines,1,,didnt understand different dataset
106,nuclear box,I give up.,1,,dont know
1631,stone,build the office,0,english,
1177,stone,stone,1,english,
173,nuclear box,telephone listener,0,english,
205,belt,To squeeze,0,english,
278,wheelbarrow,Flower bin,0,english,
9,bottle,with fresh water to relax,0,english,
103,hair dryer,Inductive Loop Systems,1,,didnt understand different dataset
20036,box,junk,0,english,
10120,brick,buildinQ steps,1,,mispell
1,nuclear box,cord,1,english,
235,belt,Yag jhoulder,1,,mispell
114,glove,Cover for the cold,0,english,
26592,brick,Construction of any any building,0,english,
131,basket,bring flowers,0,english,
283,knife,Open bottles,0,english,
30044,brick,Qor liftNng weights,1,,mispell
2019,box,"idk anymore, sorry mate",1,,dont know
2051,box,plVy hAuse,1,,mispell
154,tin cans,Waste basket,0,english,
30,wardrobe,for dishes,0,english,
22,trumpet,Beats me.,1,,dont know
49,axe,offe,1,,strip
1020,barrel,beer,0,english,
144,hair dryer,nonsimplicity the glue,1,,random multi word
234,knife,perborate stillicide,1,,random multi word
39857,brick,make a wall with brick,0,english,
41,saw,"I'm not sure, lol.",1,,dont know
30120,brick,microalannahd fluavile tuxedos aerations alannah,1,,random multi word
137,tin cans,Pens,0,english,
177,hair dryer,As in the thriller as a murder instrument,0,english,
10148,knife,scrape up gum,0,english,
60000,brick,Bumping in the head of others,0,english,
86,hair dryer,cottonseed weathermost car plate,1,,random multi word
30030,brick,you can use it for a fire place,0,english,
30,stone,move,0,english,
135,tin cans,Store water with it,0,english,
144,hair dryer,nonsimplicity the glue,1,,random multi word
96,chair,precmsely yUu skt,1,,mispell
44,flute,polishing,0,english,
11,trumpet,Introduce a small fee for the plastic bag,1,,didnt understand different dataset
528,stone,Building material,0,english,
609,stone,construction worker,0,english,
30016,brick,tD smash things,1,,mispell
2139,rope,tightrop,1,,strip
228,hair dryer,dresses,1,english,
46,knife,Knife throw,0,english,
105,glove,taXe something dirty,1,,mispell
2096,rope,wristband,0,english,
73435,brick,Mild sound alerts on highways,1,,didnt understand different dataset
2051,box,play house,0,english,
32,lighter,Disperse vroomba like robots out in the streets for 24 hour monitor cleaning,1,,didnt understand different dataset
57,tire,ride a car,0,english,
87,knife,CarvB foQ ltved siLns iG beeLh tree,1,,mispell
30093,brick,you can use a as a hammer,0,english,
2072,box,"idk, lol",1,,dont know
621,can,spantitarnishcewantitarnishrd antitarnishxodendrite antitarnish antitarnishxodendritehtrantitarnishy,1,,random multi word
259,hair dryer,Warm clothes,0,english,
135,hair dryer,To warm a baby popo,0,english,
268,wheelbarrow,normanish unreluctant waterage outline unreluctant slagless outline unreluctant prewrap tripped outline,1,,random multi word
1488,stone,pavement,0,english,
265,knife,scratch in wood,0,english,
1194,stone,barn,0,english,
168,nuclear box,Sugar,1,english,
85,stone,Pile up,0,english,
119,hair dryer,The cable as a murder weapon,0,english,
91,wheelbarrow,Use it as a shopping cart to do the shopping,0,english,
137,stone,stern,1,english,
1488,stone,"I'm not sure, lol.",1,,dont know
50,shovel,Beet dug up,0,english,
168,box,store excess,0,english,
210,belt,Necklace,0,english,
108,lighter,Turn on candles,0,english,
79,tin cans,Forming raw materials,0,english,
2154,rope,to climb,0,english,
183,hair dryer,pisMol dumqy,1,,mispell
2087,box,furniture,0,english,
1,nuclear box,corX,1,,mispell
250,knife,Cut with him,0,english,
168,hair dryer,bypasses road,1,,didnt understand different dataset
54,paprika,pure,1,,strip
60000,brick,Bumping in the h,1,,strip
6,wardrobe,rumble,0,english,
10096,brick,"a walkway, or",1,,strip
180,knife,scrape,0,english,
102767,can,plant a plant in it,0,english,
165,wheelbarrow,I'm drained,1,,dont know
30047,brick,to buil,1,,strip
355,stone,A construction me at all,0,english,
35,tongs,provide nice sentences everywhere,1,,didnt understand different dataset
76,wheelbarrow,T stroller,1,,mispell
274,knife,Open the filled glasses,0,english,
263,belt,"I'm not sure, lol.",1,,dont know
30028,brick,"Beats me, lmao",1,,dont know
187,wheelbarrow,I'm unsure.,1,,dont know
20097,rope,matzoh hang stuff with,1,,random multi word
2151,box,I'm not sure.,1,,dont know
30051,brick,To set up a campfire,0,english,
208,nuclear box,For shooting for balls,0,english,
2154,rope,supertax unwholesomely,1,,random multi word
265,nuclear box,promotion,0,english,
6,box,use it for storage,0,english,
175,hair dryer,Nuclear powered planes (very ambitious),1,,didnt understand different dataset
100,nuclear box,cooking pot,0,english,
30019,brick,rest something on top of the,0,english,
11,coat hangers,To hang clothes in the closet,0,english,
286,nuclear box,dr,1,,strip
2010,rope,bracelet,0,english,
164,hair dryer,throw in the bathtub,0,english,
77,fork,utensil,0,english,
185,nuclear box,idc anymore,1,,dont know
10079,knife,rob a bank with it,0,english,
268,hair dryer,To melt ice,0,english,
111,wheelbarrow,Play with children,0,english,
2084,rope,tug a war,0,english,
2026,rope,hectrumpetrycotylus dhillbillyswen hectrumpetrycotylus hillbilly mismarriage,1,,random multi word
20037,rope,holding things,0,english,
234,hair dryer,Heating lower,1,,didnt understand different dataset
30133,brick,Electric planes for short flights?,1,,didnt understand different dataset
215,nuclear box,dri,1,,strip
297,knife,Beats me.,1,,dont know
30063,brick,a mini game of the litter,1,,didnt understand different dataset
30044,brick,"I'm done trying, TBH.",1,,dont know
609,stone,const,1,,strip
160,tin cans,indicatory xeroderma,1,,random multi word
167,belt,dauerschlaf forbearingness hieratica a whip,1,,random multi word
24,table,foreface,1,,random multi word
2130,rope,necklace,0,english,
75,nuclear box,To commit suicide,0,english,
20,stone,Smash,0,english,
281,knife,Kpen thU caP bog,1,,mispell
145,tin cans,"I have no idea, lol.",1,,dont know
29,chair,stoven over,1,,random multi word
6,wardrobe,r,1,,strip
660,fork,brag,0,english,
46,violin,"Buy bigger ac, to reduce the energy needing to cooling the room",1,,didnt understand different dataset
38,table,dozing deploys gunmetal paleolithical,1,,random multi word
1202,stone,brkdge,1,,mispell
2072,box,retund,1,,random multi word
10204,knife,draw in the dirt,0,english,
77,tin cans,Collecting children's toys in it,0,english,
20107,box,Container,0,english,
2501,hat,I'm not sure.,1,,dont know
394976,can,As a pot.,0,english,
21,tin cans,Other sheet industry,0,english,
2076,box,gift,0,english,
1010,barrel,"I'm not sure, lol.",1,,dont know
86,tire,driver,0,english,
2053,rope,forbid private jets,1,,didnt understand different dataset
10204,knife,hyperpietic someone,1,,random multi word
1398,stone,"idk, man",1,,dont know
30017,brick,dagaba correllation travel with,1,,random multi word
174,wheelbarrow,Move children,0,english,
679,brick,home,0,english,
210,wheelbarrow,Construction,0,english,
30,stone,welters,1,,random multi word
10097,knife,menacers,1,,random multi word
10056,brick,castle,0,english,
126,belt,Necklace,0,english,
10082,brick,Beats me.,1,,dont know
273,nuclear box,Xv X gXme - refused shooting stXlls,1,,mispell
20037,rope,holdiEg things,1,,mispell
48,nuclear box,litter,1,english,
30019,brick,I don't know,1,,dont know
60000,brick,malodors ackee Glass,1,,random multi word
32,nuclear box,make some roads change,1,,didnt understand different dataset
86,hair dryer,Dis your car plate,1,english,
160,wheelbarrow,Go shopping with,0,english,
374,stone,Yol Gan bRild wWth it,1,,mispell
55,nuclear box,eor N corZon phone,1,,mispell
189,knife,"Beats me, lmao",1,,dont know
2123,box,extending li,1,,didnt understand different dataset
155,nuclear box,ven holder,1,,mispell
23,tire,to move a vehichle,0,english,
24,paprika,quarter,1,english,
107,hair dryer,letter complaint,0,english,
228,stone,build a c,1,,strip
36,stone,building,0,english,
187,wheelbarrow,Push,0,english,
57,nuclear box,throw,0,english,
2153,rope,"I'm drained, lol.",1,,dont know
3030,hat,Protect dhe head,1,,mispell
222,wheelbarrow,Cart,0,english,
163,nuclear box,As a jewelry co,1,,strip
555941,brick,open plan rooms,1,,didnt understand different dataset
2015,box,bed,0,english,
2151,rope,dog toy,0,english,
10082,brick,roads,0,english,
322,fork,to,1,,strip
30097,brick,a ca,1,,strip
138,stone,one about building,0,english,
208,nuclear box,As a cigarette cup cup,0,english,
263,belt,pants,0,english,
2057,box,shelBer,1,,mispell
179,stone,SZed,1,,mispell
30033,brick,paper holder  keep them from flying away,0,english,
124,fork,You can eat with it,0,english,
1223,stone,ston,1,,strip
58,hair dryer,flare up,0,english,
9,shovel,to lend,0,english,
2076,box,idk anymore,1,,dont know
2030,rope,tie it and pull things around with,0,english,
64,stone,Prohibit smoking inside the building,1,,didnt understand different dataset
82,brick,mak,1,,strip
678,brick,Construction of any cation of buildings,0,english,
10058,brick,"Beats me, lmao",1,,dont know
20059,rope,enframed hypodermically shrinelike,1,,random multi word
186,hair dryer,neural implants,1,,didnt understand different dataset
1488,stone,navement,1,,mispell
41,drum,Create music,0,english,
6,book,To increase one's culture,0,english,
42,belt,Skip,1,english,
6,bicycle,To take a ride,0,english,
1012,barrel,Kine contaiher,1,,mispell
145,tin cans,Quotation,1,english,
172,belt,Pants,0,english,
49,saw,se,1,,strip
30133,brick,breaking and entering,0,english,
1163,stone,To build,0,english,
14,axe,built something,0,english,
196,fork,Automated driving cars,1,,didnt understand different dataset
133,wheelbarrow,"idk, sorry mate",1,,dont know
10058,brick,"Beats me, lmao",1,,dont know
729,fork,spaghetti apart,0,english,
35,lighter,warm,0,english,
97,nuclear box,collective tank,0,english,
10078,brick,block for a building,0,english,
249,hair dryer,Bloc unpleDsant mmells,1,,mispell
79,nuclear box,In the fairgrou,1,,strip
1217,stone,rock,1,english,
43,table,to bl,1,english,
228,stone,Tile a street,0,english,
4,axe,put down,1,english,
27,trumpet,b,1,,strip
422,fork,congoleum,1,,random multi word
253,knife,pike,1,english,
185,wheelbarrow,a hydroelectric pump,1,,didnt understand different dataset
172,stone,You can use brick to build a house,0,english,
10,wardrobe,grant,1,english,
2084,rope,shoe lace,0,english,
58,hair dryer,WQnd machine,1,,mispell
22,violin,cancel,1,english,
58,hair dryer,Wind machine,0,english,
294,hair dryer,parasynthesis dry clothes dry,1,,random multi word
2076,box,i,1,,strip
72,wheelbarrow,Flowerpot,0,english,
9,lighter,get groceries delivered to the house,1,,didnt understand different dataset
99,belt,"No clue, rip.",1,,dont know
8,brick,chimneys,0,english,
468,fork,Beats me.,1,,dont know
86,tin cans,"Not sure, lol.",1,,dont know
85,knife,"idk anymore, sorry man.",1,,dont know
618,brick,Implementation of sign language classes as mandatory from all kids,1,,didnt understand different dataset
80,belt,Use as a,1,,strip
83,rope,tie things,0,english,
1020,barrel,aging,0,english,
411,stone,To Build a house,0,english,
214,nuclear box,ko mOke noise,1,,mispell
130440,brick,key cards for entering,1,,didnt understand different dataset
65,wheelbarrow,"Can't say, sry.",1,,dont know
221,nuclear box,for balancing,0,english,
100,nuclear box,Mouthpiece,0,english,
10215,knife,use to pry open something,0,english,
2,hair dryer,Simulate the wind,0,english,
2056,box,table,0,english,
184,rope,pull stuff,0,english,
30,hat,cover yourself from the sun,0,english,
247,knife,to throw in knif,1,,strip
20098,rope,get me out of here,1,english,
2051,box,home for a vagabond,0,english,
162,tin cans,"I'm drained, lol.",1,,dont know
30,basket,"No clue, rip.",1,,dont know
1657SISE175,rope,Rope jump,0,english,
119,knife,takK hostage Marcella,1,,mispell
67,coat hangers,carriers,0,english,
44,bed,dream,0,english,
10,bicycle,go around,0,english,
20059,rope,to find something,0,english,
330,stone,apartm,1,,strip
253,nuclear box,bechalks chest,1,,random multi word
63,hair dryer,Dis your front door,1,english,
150,hair dryer,confederate heating,1,,random multi word
39,tongs,pinionlike,1,,random multi word
229,nuclear box,fetch water,0,english,
37,wardrobe,investment in safety across the city to encourage the use of public transport,1,,didnt understand different dataset
10142,brick,troves around homes,1,,random multi word
283,nuclear box,Bureaucracy,1,english,
486613,brick,"I'm drained, lol.",1,,dont know
46,shovel,I don't know,1,,dont know
31,stone,Lay down,0,english,
60000,brick,When fighting on the side,0,english,
596,towel,drying hands,0,english,
65151,brick,Make a hea,1,,strip
101,nuclear box,draw on the circle,0,english,
34,wardrobe,sell,0,english,
10,hat,accessory,0,english,
55,rope,Sying,1,,mispell
311,jar,I give up.,1,,dont know
24,shovel,Oury,1,,mispell
147,nuclear box,To throw the head,0,english,
2154,box,Beats me.,1,,dont know
37,axe,need,1,english,
2184,rope,jie tSings frov cgrs,1,,mispell
22,trumpet,practice,0,english,
77,wheelbarrow,Wheelbarrow,0,english,
20098,rope,angloid,1,,random multi word
210,nuclear box,MGldose,1,,mispell
134502,can,"I'm done trying, TBH.",1,,dont know
10,glove,avoid keeping something directly,0,english,
234,wheelbarrow,yarry chiDdren,1,,mispell
12,rope,to tie a knot,0,english,
290,nuclear box,to make,1,english,
26,bottle,carry water,0,english,
10198,brick,steps,0,english,
135,hair dryer,To dry the ears,0,english,
42,drum,give away,0,english,
23,wardrobe,KeBp shoes in it,1,,mispell
164,hair dryer,tDrow iN the bathtub,1,,mispell
10142,brick,I have no idea.,1,,dont know
1632,stone,fl,1,,strip
120,stone,house,0,english,
39,bed,lay,0,english,
55,rope,tying,0,english,
80,tire,gravedigger,1,,random multi word
103,hair dryer,Dry clothes,0,english,
37,flute,cochleleas,1,,random multi word
249,hair dryer,Bloc unpleDsant mmells,1,,mispell
23,stone,As a wall,0,english,
30123,brick,more efficient mobility,1,,didnt understand different dataset
11,paprika,bring along,0,english,
20037,rope,holding ,1,,strip
445862,can,Make better version of voice stick,1,,didnt understand different dataset
19,belt,Make books together,0,english,
26,flute,play,0,english,
342355,brick,Generally for construction,0,english,
117,stone,mason,0,english,
14,stone,"idk, lol",1,,dont know
107,belt,Tie up,0,english,
297,fork,using hydrogen as a fuel,1,,didnt understand different dataset
3,book,Education and information,0,english,
50,chair,move away,0,english,
80,wheelbarrow,Use it as a shopping shopping,0,english,
22,axe,f,1,,strip
108,lighter,pasterned cloddish candles,1,,random multi word
1005,coat hangers,I'm tired of this.,1,,dont know
688,fork,take someone along,0,english,
267,nuclear box,Mixing t,1,,strip
2112,rope,a belt,0,english,
60000,brick,BumoiCg iC the head of others,1,,mispell
20155,rope,to play tug a war,0,english,
2033,rope,I'm tired of this.,1,,dont know
30,hat,Electric bike/scooter rental with solar powered stations,1,,didnt understand different dataset
98,nuclear box,INCREASE THE USE OF SOLAR POWER AT HOMES,1,,didnt understand different dataset
146,nuclear box,pen can,0,english,
30011,brick,Door stop,0,english,
11,trumpet,try,1,english,
81,wheelbarrow,more recycling spots,1,,didnt understand different dataset
46,knife,"Can't say, sry.",1,,dont know
199,wheelbarrow,Work,1,,strip
2099,rope,lass,1,,strip
16,nuclear box,Electric charging infrastructure,1,,didnt understand different dataset
4,bed,sit on,0,english,
142,nuclear box,make a phone call,0,english,
72,shovel,shoveling dirt,0,english,
204,nuclear box,to play,0,english,
54,shovel,more re-fillable products,1,,didnt understand different dataset
164,tin cans,Falza for roses,1,english,
164,tin cans,twistingly trimaculated roses,1,,random multi word
253,nuclear box,"idk, sorry.",1,,dont know
20022,rope,I'm unsure.,1,,dont know
176,wheelbarrow,"Can't say, sry.",1,,dont know
315,stone,Using sustainable materials for construction.,1,,didnt understand different dataset
44,knife,cut hair,0,english,
107,nuclear box,ball,0,english,
125,hair dryer,I'm tired of this task.,1,,dont know
1163,stone,"Not sure, lol.",1,,dont know
114,stone,"idk, sorry.",1,,dont know
390,stone,sHhool,1,,mispell
144,hair dryer,Warm the glue,0,english,
123,nuclear box,to collect,0,english,
2026,rope,to tie to a tree,0,english,
159,hair dryer,"make ""suicide"" look",0,english,
73,hair dryer,Suicide - bathtub,0,english,
135,lighter,dissolve,0,english,
9,knife,cut meat or vegetables,0,english,
177,hair dryer,"I'm giving up, lmao.",1,,dont know
176,wheelbarrow,flower pot,0,english,
92,hair dryer,Solar panels on every rooftop,1,,didnt understand different dataset
55,wardrobe,Delivery transport (like cargoes) are done undergroundh,1,,didnt understand different dataset
138,nuclear box,Keep buttons,0,english,
185,wheelbarrow,Caddy,0,english,
30042,brick,fighting weapon,0,english,
30102,brick,use as a lifting,1,,strip
301,stone,construction workers,0,english,
434,jar,ban gas production,1,,didnt understand different dataset
69,chair,furniture factory,0,english,
52,table,sit on,0,english,
108,knife,use as a weapon,0,english,
2085,box,furniture,0,english,
230,fork,to e,1,,strip
20154,rope,Qlay tuR gf Har,1,,mispell
29,chair,tip over,0,english,
20097,rope,tug,1,,strip
126,nuclear box,"Beats me, lmao",1,,dont know
20044,rope,decoration,0,english,
2152,box,dog cage,0,english,
484,fork,eating utly,0,english,
13,drum,I'm exhausted with this.,1,,dont know
41,saw,Saw wood,0,english,
23,bed,You can set up your bedroom with a bed,0,english,
30011,brick,Swatter,0,english,
10018,brick,churcheX,1,,mispell
101,stone,Building a house,0,english,
1525TAMA168,rope,CNrcle,1,,mispell
112,tin cans,Save cheese,0,english,
1217,stone,stReet workFr,1,,mispell
130440,brick,bullet,0,english,
30115,brick,paper weight,0,english,
183,hair dryer,"Not sure, lol.",1,,dont know
80,belt,Mhko h hhndbhg hhndle with,1,,mispell
486613,brick,for wall construction,0,english,
205,wheelbarrow,Zo holl,1,,mispell
35,nuclear box,Candle holder,0,english,
23,brick,lakism or lakism,1,,random multi word
76,nuclear box,penetrative soccer,1,,random multi word
10156,brick,buildings,0,english,
35,table,food,0,english,
71,bottle,hold liquid,0,english,
65,coat hangers,develop driverless cars which act in harmony,1,,didnt understand different dataset
75,stone,Break something,0,english,
177,nuclear box,rip,0,english,
100,nuclear box,Mouthpiec,1,,strip
576396,brick,amblypodous,1,,random multi word
1488,stone,Into,1,,didnt understand different dataset
10,glove,SOUND TO VIBRATION TRANSLATOR IN HAND OR ARM,1,,didnt understand different dataset
35,axe,hide,0,english,
84,stone,Throw through the window,0,english,
107,wheelbarrow,in garden,1,,didnt understand different dataset
62,tire,wheel on bike,0,english,
10156,brick,Encourage walking or the use of bicycles,1,,didnt understand different dataset
2126,box,seat,0,english,
30050,brick,breaking a window,0,english,
102,box,storage,0,english,
10056,brick,cast,1,,strip
3,wardrobe,I give up.,1,,dont know
81,book,cataloguer,1,,random multi word
553,brick,ho,1,,strip
153,tin cans,Performing personal tools,0,english,
19,pea,sCup,1,,mispell
10018,brick,"idk, sorry.",1,,dont know
20018,box,dox fwr a computer,1,,mispell
218,knife,complain,0,english,
1035,chair,Sit,0,english,
10027,knife,"idk, sorry.",1,,dont know
2181,box,banquette fort,1,,random multi word
213,hair dryer,Guarn dry,1,,mispell
691,fork,to beat,0,english,
638,brick,Build pyroses and figures,0,english,
2151,box,food storage,0,english,
44,bed,slenderness,1,,random multi word
21,wheelbarrow,chacma,1,,random multi word
143,brick,tinseling,1,,random multi word
107,wheelbarrow,Car,1,,strip
18,flute,caRry,1,,mispell
286,nuclear box,drum,0,english,
2146,box,seat,0,english,
313,stone,bows,1,english,
434,jar,Pen box,0,english,
2010,rope,Hybrid engines,1,,didnt understand different dataset
6,tire,wheel,0,english,
105,tin cans,creditress,1,,random multi word
76,wheelbarrow,H wac tb stbre youl raceM,1,,mispell
260,stone,skyrockety build,1,,random multi word
30123,brick,hunting tool.,0,english,
10123,brick,crime stop,1,,random multi word
6,bicycle,Te oake a ride,1,,mispell
10085,brick,ro,1,,strip
1680,stone,"Can't say, sry.",1,,dont know
30107,brick,door prop,0,english,
65151,brick,Make a hea,1,,strip
20036,rope,exchanging items for recyclables,1,,didnt understand different dataset
76,wheelbarrow,A stroller,0,english,
90,belt,Use it as a leash,0,english,
1,hair dryer,Dry color,0,english,
159,hair dryer,Offshore wind farms: Explore the potential for offshore wind farms in suitable coastal areas with strong and consistent winds. Offshore wind energy has the advantage of higher wind speeds and less visual impact compared to onshore installations.,1,,didnt understand different dataset
60000,brick,Throw u fight,0,english,
1187,stone,incentives for those who do large scale recycling,1,,didnt understand different dataset
253,nuclear box,"idk, lol",1,,dont know
773,towel,I'm not sure.,1,,dont know
84,shovel,detrzoologisty dot overinstructively zoologist hole,1,,random multi word
37,table,s,1,,strip
446,jar,Handfe,1,,mispell
35,violin,keep in the closet,0,english,
16,knife,pattern,1,english,
19,hair dryer,throw into the bathtub,0,english,
134538,can,as a container,0,english,
25,bottle,to Erink juice,1,,mispell
113804,can,"aT a container,",1,,mispell
110,nuclear box,as a tealigh,1,,strip
10182,knife,a high speed underground metro tunnel,1,,didnt understand different dataset
50,shovel,Be,1,,strip
14,flute,Pipes,0,english,
1018,coat hangers,in macchina to hang the jackets,0,english,
10225,knife,trees on sidewalks,1,,didnt understand different dataset
71,table,eat dinner,0,english,
2151,rope,dog ,1,,strip
60000,brick,"I'm not sure, lol.",1,,dont know
222,nuclear box,speak,0,english,
519724,brick,"To kill someone, damage",0,english,
208,nuclear box,As a cigarette cup c,1,,strip
20032,rope,Jumf roping,1,,mispell
1143,stone,Mexican wall,0,english,
30025,brick,building a house,0,english,
10,brick,no first class,1,,didnt understand different dataset
80,bottle,buggers doppia,1,,random multi word
30133,brick,trap,0,english,
25933,can,put in the flowers,0,english,
30022,brick,Barrier,0,english,
255,fork,prick,0,english,
10097,brick,Increase police presence on roads,1,,didnt understand different dataset
26,chair,relax,0,english,
222,wheelbarrow,designing,1,,didnt understand different dataset
238,wheelbarrow,use adaptive traffic lights that use live traffic data to adjust the timings,1,,didnt understand different dataset
60,nuclear box,shooting,0,english,
163,hair dryer,keep your feet warm,0,english,
114,hat,Vestiar article,1,english,
90,belt,Kse iB ps a lepsh,1,,mispell
2068,box,playhouse,0,english,
14,stone,build a road,0,english,
118,glove,superprecariousnessn't sclerotal alisphenoidal manifestoes dirty,1,,random multi word
60000,brick,"idk, sorry mate",1,,dont know
10158,knife,stabbing,0,english,
106,hair dryer,instead of a towel to dry,0,english,
96,stone,A house,0,english,
30015,brick,step latter,0,english,
30017,brick,use a to sit on,0,english,
111,wheelbarrow,crunchingnessrquifoux crunchingness ethinyl,1,,random multi word
747,fork,join for dinner,0,english,
98,stone,create an app where u can buy and store your transportation tickets,1,,didnt understand different dataset
723,brick,cottage,0,english,
30050,brick,coHld Ae UlWced WrXund W bonfire to keep it from spreWding,1,,mispell
33,trumpet,blow in,0,english,
15,paprika,Double-decker trucks so that more people can be transported without having to stand,1,,didnt understand different dataset
14,flute,Pipe,1,,strip
1010,barrel,nuclear energy can also be used to produce energy,1,,didnt understand different dataset
186,hair dryer,Dry body,0,english,
1554,stone,build a well,0,english,
189,wheelbarrow,DK tle shopping,1,,mispell
210,hair dryer,Ellctroshock,1,,mispell
1067,coat hangers,hang ties,0,english,
615,fork,futhorks dawsonite glossolaryngeal diaspine caddisflies hemicycle noumea eves caddisflies diplegic sightseeing,1,,random multi word
2169,box,"I'm not sure, lol.",1,,dont know
1828,stone,Build a wall wi,1,,strip
9,knife,threaten someone,0,english,
29,table,"Devices with better batteries, not needed to charge all the time",1,,didnt understand different dataset
284,hair dryer,To dry damp diapers,0,english,
194,fork,Lo puncture something,1,,mispell
80,bottle,put a m,1,english,
2085,rope,arts and crafts,0,english,
122,hair dryer,Dry pants,0,english,
187,hair dryer,handicraft,0,english,
10,knife,terebratular relubricated terebratulars,1,,random multi word
20057,box,storing things,0,english,
44,tire,tic,1,english,
630,stone,a,1,,strip
2062,rope,make a tire swing,0,english,
11,drum,make a sound,0,english,
49,axe,offer,0,english,
204,nuclear box,as jewelry,0,english,
10016,brick,put around a flower garden,0,english,
136,bottle,fill it w,1,,strip
355472,can,protecting the edge,0,english,
86,tire,accident,1,english,
1207,stone,tower,0,english,
1,table,write,1,,strip
20031,box,using pencils as eating utensils,1,english,
576396,brick,Throw,0,english,
49,axe,"idk, sorry.",1,,dont know
12,paprika,steam,1,english,
132,tin cans,Yse if in bathrLoms And kifchens,1,,mispell
638,towel,Dry,0,english,
9,tongs,"idk anymore, sorry mate",1,,dont know
340841,can,to almost everything,1,english,
161,box,store kids toys inside of it,0,english,
10018,brick,havocker,1,,random multi word
10215,knife,use to pry open someth,1,,strip
10058,brick,feminise,1,,random multi word
30,wheelbarrow,incidentally can be used to transport earth or other materials,0,english,
90,box,ophn,1,,mispell
133,wheelbarrow,scrivening cart,1,,random multi word
10194,knife,I'm tired of this task.,1,,dont know
1545,stone,wall up,0,english,
1159,stone,wall up,0,english,
87,nuclear box,booth,0,english,
270,nuclear box,plant pot,0,english,
171,nuclear box,overbuilt,1,,random multi word
368206,can,bridgebuilder surmising,1,,random multi word
61,table,A app which lets everyone have a turn speaking and prioritises the people with hearing impairments,1,,didnt understand different dataset
27,coat hangers,ty spresd,1,,mispell
113804,can,"as a container,",0,english,
290,nuclear box,As a template for holes/circles,0,english,
638,brick,I don't know,1,,dont know
130,nuclear box,ornam,1,,strip
10,shovel,shovel is a tool for digging,0,english,
10225,knife,kill a fish,0,english,
2171,rope,emergency auto steering,1,,didnt understand different dataset
132,tin cans,Use it in bathrooms and kitchens,0,english,
648,stone,phosphonate,1,,random multi word
148,tin cans,horrorsome approx it,1,,random multi word
276,belt,Close a box/box,0,english,
2117,box,quinia items,1,,random multi word
10080,knife,"cutting items ex. food, boxes",0,english,
11,hair dryer,Dry fingernails dry,0,english,
281,knife,labrosaurid quarriers papillosity undeified,1,,random multi word
30068,brick,elevation of something,0,english,
10102,knife,kill someone,0,english,
14,axe,small stair increments on side,1,,didnt understand different dataset
78,nuclear box,"I'm not sure, lol.",1,,dont know
1150,stone,build buildings,0,english,
20031,box,ac,1,,strip
111,belt,Collar,0,english,
43,tire,make a ,1,,strip
170,fork,Jabs,0,english,
1214,stone,brick wall,0,english,
34,trumpet,trumpet,1,english,
95,belt,Rope,0,english,
150,hair dryer,laws prohibiting the use of single-use plastic,1,,didnt understand different dataset
54,hair dryer,quarriable scillitine,1,,random multi word
20136,box,to put things in,0,english,
51,stone,street tiling,0,english,
298,hair dryer,For cold,0,english,
12,bed,sofa,0,english,
135,lighter,diss,1,,strip
10177,knife,cut yourself,0,english,
2121,rope,lasso,0,english,
148,box,Aerodynamics control,1,,didnt understand different dataset
24,table,clear,1,english,
18,flute,carry,0,english,
10,pea,mas,1,,strip
106,nuclear box,As a destination for bow and arrow,0,english,
29,trumpet,BlMw througG air,1,,mispell
10153,knife,weapon,0,english,
219,nuclear box,Drinking glass,0,english,
86,tire,hexabasic,1,,random multi word
22,box,cardboard and can be recycled,0,english,
197,belt,blazes,1,,random multi word
230,stone,house,0,english,
2151,box,footrest,0,english,
115,basket,Below Basket,1,english,
217,hair dryer,make a pulley system for them to be able to roll up or down for example  at the escalator.,1,,didnt understand different dataset
1488,can,In the ashtray.,1,,mispell
19,hair dryer,tCrow inpo the bathtub,1,,mispell
4,stone,hematozoa,1,,random multi word
595805,brick,"I'm not sure, lol.",1,,dont know
29,trumpet,Blow through air,0,english,
2054,rope,whip,0,english,
97,wheelbarrow,Carry your business,0,english,
2154,rope,"idk, sorry.",1,,dont know
178,hair dryer,Ws d Iind mdchine,1,,mispell
102,tin cans,Use it in food,0,english,
102584,can,for a flower pot,0,english,
90,hair dryer,Dry paper,0,english,
20115,rope,I'm done trying,1,,dont know
2184,box,A ,1,,strip
86,knife,Better the heating and cooling of the building with more efficient options.,1,,didnt understand different dataset
23,brick,to buil,1,,strip
102584,can,birchen kuvasz flower pot,1,,random multi word
30067,brick,extending li,1,,didnt understand different dataset
272,knife,open and ope,1,,strip
41,tongs,cut off,0,english,
630,stone,Automated driving cars,1,,didnt understand different dataset
30052,brick,gate,0,english,
2130,rope,I'm unsure.,1,,dont know
102,tin cans,a screen with an ai that scans the shown waste and opens the corresponding thash can,1,,didnt understand different dataset
51,stone,bus lanes,1,,didnt understand different dataset
98,stone,Sidewa,1,,strip
4,axe,vift,1,,mispell
30119,brick,yos xan ube thY os a bose for something.,1,,mispell
75,nuclear box,as a murder tool,0,english,
182,wheelbarrow,Bed,0,english,
4,stone,Slack,0,english,
30,belt,fashion accessory,0,english,
77,tire,rubber circle,0,english,
108,lighter,myosuture,1,,random multi word
20130,box,to put f,1,,strip
1143,stone,anguiform wall,1,,random multi word
